People.ID,People.First Name,People.Last Name,Learning Path.ID,Learning Path.Title,Learning Path Results.% Complete,Course.ID,Course.Title,Course User Results.Percentage,Course User Results.Date Completed,Learning Path/Course.Is Optional,Course Custom Fields.Estimated Course Duration (hh:mm),Learning Path Results.Assignment Name
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1001961,Agile Planning Basics (instructor-led),0,,NO,03:00,Elena Martinez
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1001998,Risk Register Workshop (instructor-led),0,,NO,01:00,Elena Martinez
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002035,Stakeholder Mapping (instructor-led),0,,NO,00:50,Priya Shah
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002072,Project Budget Tracking (self-study),0,,NO,00:20,Elena Martinez
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002109,Sprint Review Facilitation (online),0,,NO,00:30,Marcus Reed
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002183,Project Status Reporting (video),0,,NO,00:20,Priya Shah
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002220,Scope Management Essentials (video),89,,YES,00:40,Priya Shah
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002257,Retrospective Facilitation (instructor-led),0,,NO,00:15,Natalie Brooks
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002331,Project Closeout Practices (online),0,,NO,01:00,Priya Shah
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002442,Milestone Planning Essentials (instructor-led),0,,NO,00:30,Marcus Reed
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002479,Project Governance Overview (online),95,,NO,00:15,Marcus Reed
20000137,Avery,Anderson,10119,Project Delivery Essentials,0,1002516,Delivery Metrics Basics (instructor-led),0,,NO,00:20,Elena Martinez
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1001924,Project Charter Fundamentals (instructor-led),0,,NO,00:50,Elena Martinez
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1001961,Agile Planning Basics (instructor-led),0,,NO,03:00,Elena Martinez
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1001998,Risk Register Workshop (instructor-led),0,,NO,01:00,Natalie Brooks
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002072,Project Budget Tracking (self-study),0,,YES,00:20,Elena Martinez
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002109,Sprint Review Facilitation (online),0,,NO,00:30,Elena Martinez
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002146,Waterfall Delivery Basics (self-study),51,,NO,00:30,Elena Martinez
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002183,Project Status Reporting (video),0,,NO,00:20,Natalie Brooks
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002220,Scope Management Essentials (video),89,,NO,00:40,Priya Shah
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002257,Retrospective Facilitation (instructor-led),0,,NO,00:15,Priya Shah
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002294,Dependency Management (self-study),0,,NO,01:15,Natalie Brooks
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002331,Project Closeout Practices (online),0,,NO,01:00,Natalie Brooks
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002368,Change Control Basics (video),0,,NO,00:30,Elena Martinez
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002405,Resource Planning Lab (video),55,,NO,01:15,Natalie Brooks
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002442,Milestone Planning Essentials (instructor-led),0,,NO,00:30,Elena Martinez
20000137,Avery,Anderson,10136,Agile Project Toolkit,0,1002479,Project Governance Overview (online),95,,NO,00:15,Marcus Reed
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1003811,Consultative Selling Basics (instructor-led),0,,NO,02:30,Natalie Brooks
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1003848,Pipeline Management Essentials (instructor-led),0,,NO,01:45,Natalie Brooks
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1003922,Handling Objections (instructor-led),0,,YES,01:30,Marcus Reed
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1003959,Account Planning Foundations (online),0,,NO,01:30,Priya Shah
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1003996,Product Positioning Basics (video),0,,NO,01:30,Elena Martinez
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1004033,Sales Forecasting Review (online),64,,NO,00:20,Elena Martinez
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1004070,Negotiation for Sellers (Inactive 02/21/2026),0,,NO,00:45,Marcus Reed
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1004181,Renewal Conversation Skills (video),94,,NO,02:00,Priya Shah
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1004218,Territory Planning Lab (online),83,,NO,02:30,Elena Martinez
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1004329,Prospecting Fundamentals (video),0,,YES,00:30,Priya Shah
20000137,Avery,Anderson,10221,Sales Readiness Core,0,1004403,Opportunity Qualification (instructor-led),0,,NO,01:00,Natalie Brooks
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1003811,Consultative Selling Basics (instructor-led),0,,NO,02:30,Natalie Brooks
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1003848,Pipeline Management Essentials (instructor-led),0,,NO,01:45,Natalie Brooks
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1003885,Discovery Call Practice (instructor-led),0,,NO,00:15,Priya Shah
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1003922,Handling Objections (instructor-led),0,,NO,01:30,Natalie Brooks
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1003959,Account Planning Foundations (online),0,,NO,01:30,Natalie Brooks
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1004033,Sales Forecasting Review (online),64,,NO,00:20,Elena Martinez
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1004144,Customer Value Messaging (self-study),36,,YES,00:40,Marcus Reed
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1004181,Renewal Conversation Skills (video),94,,YES,02:00,Priya Shah
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1004218,Territory Planning Lab (online),83,,YES,02:30,Elena Martinez
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1004255,Sales Presentation Practice (instructor-led),0,,NO,00:20,Marcus Reed
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1004292,Competitive Differentiation (instructor-led),0,,NO,00:30,Marcus Reed
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1004329,Prospecting Fundamentals (video),0,,YES,00:30,Natalie Brooks
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1004366,Executive Buyer Alignment (video),0,,NO,00:30,
20000137,Avery,Anderson,10238,Account Growth Toolkit,0,1004403,Opportunity Qualification (instructor-led),0,,NO,01:00,Elena Martinez
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004440,Customer Empathy Essentials (online),0,,NO,00:50,Marcus Reed
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004514,Escalation Management (online),0,,NO,00:25,Natalie Brooks
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004551,Customer Communication Skills (online),0,,YES,00:35,Marcus Reed
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004588,Case Documentation Standards (instructor-led),60,,NO,00:50,Marcus Reed
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004662,Support Queue Management (online),43,,NO,02:30,Elena Martinez
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004699,De-Escalation Practice (video),0,,NO,03:00,Marcus Reed
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004736,Customer Journey Basics (instructor-led),0,,NO,00:20,Natalie Brooks
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004773,Knowledge Base Authoring (online),0,,NO,00:50,Priya Shah
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004810,First Contact Resolution (video),0,,NO,02:00,
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004884,Complaint Handling Practice (video),0,,YES,02:30,Elena Martinez
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004958,SLA Management Basics (instructor-led),0,,YES,00:20,Elena Martinez
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1004995,Support Team Collaboration (self-study),0,,NO,00:15,Elena Martinez
20000137,Avery,Anderson,10255,Customer Support Essentials,0,1005032,Customer Success Handoff (Inactive 06/26/2024),0,,NO,01:00,Natalie Brooks
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004440,Customer Empathy Essentials (online),0,,YES,00:50,Elena Martinez
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004477,Service Recovery Basics (Discontinued 12/02/2025),0,,NO,00:45,Marcus Reed
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004514,Escalation Management (online),0,,YES,00:25,Natalie Brooks
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004551,Customer Communication Skills (online),0,,YES,00:35,Priya Shah
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004588,Case Documentation Standards (instructor-led),60,,NO,00:50,Marcus Reed
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004662,Support Queue Management (online),43,,NO,02:30,Elena Martinez
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004699,De-Escalation Practice (video),0,,NO,03:00,Marcus Reed
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004736,Customer Journey Basics (instructor-led),0,,NO,00:20,Priya Shah
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004810,First Contact Resolution (video),0,,NO,02:00,Priya Shah
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004847,Service Metrics Foundations (video),79,,NO,02:30,Priya Shah
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004884,Complaint Handling Practice (video),0,,NO,02:30,Priya Shah
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004921,Customer Feedback Review (online),0,,NO,01:00,Priya Shah
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004958,SLA Management Basics (instructor-led),0,,YES,00:20,
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1004995,Support Team Collaboration (self-study),0,,NO,00:15,
20000137,Avery,Anderson,10272,Service Excellence Practices,0,1005032,Customer Success Handoff (Inactive 06/26/2024),0,,YES,01:00,Natalie Brooks
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1000703,Anti-Bribery Fundamentals (online),3,,NO,00:30,Natalie Brooks
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1000740,Privacy and Data Handling (video),0,,NO,03:00,Natalie Brooks
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1000777,Records Retention Basics (video),0,,NO,01:15,Elena Martinez
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1000814,Harassment Prevention (video),0,,NO,00:20,Priya Shah
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1000851,Conflicts of Interest (online),9,,YES,00:20,Elena Martinez
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1000888,Ethical Decision Making (online),0,,NO,01:45,Marcus Reed
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1000962,Global Trade Compliance (online),0,,NO,02:30,Elena Martinez
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1000999,Workplace Investigations Basics (online),0,,NO,00:20,Priya Shah
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1001036,Policy Acknowledgement Review (online),0,,NO,02:00,Elena Martinez
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1001073,Third Party Risk Awareness (self-study),0,,NO,01:00,Natalie Brooks
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1001110,Compliance Scenario Workshop (online),0,,NO,02:00,Natalie Brooks
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1001184,Responsible Business Conduct (instructor-led),0,,YES,00:25,Marcus Reed
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1001221,Fair Competition Basics (instructor-led),57,,NO,01:30,Elena Martinez
20000274,Jordan,Bennett,10051,Annual Compliance Core,0,1001258,Regulatory Audit Readiness (video),0,,NO,00:50,Marcus Reed
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1000666,Code of Conduct Overview (Inactive 08/22/2025),13,,NO,00:15,Priya Shah
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1000703,Anti-Bribery Fundamentals (online),3,,NO,00:30,Natalie Brooks
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1000814,Harassment Prevention (video),0,,NO,00:20,Priya Shah
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1000851,Conflicts of Interest (online),9,,YES,00:20,Elena Martinez
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1000888,Ethical Decision Making (online),0,,YES,01:45,Marcus Reed
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1000925,Reporting Concerns Safely (video),97,,NO,00:50,Elena Martinez
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1001036,Policy Acknowledgement Review (online),0,,NO,02:00,Elena Martinez
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1001073,Third Party Risk Awareness (self-study),0,,NO,01:00,Natalie Brooks
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1001110,Compliance Scenario Workshop (online),0,,YES,02:00,Natalie Brooks
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1001184,Responsible Business Conduct (instructor-led),0,,YES,00:25,Marcus Reed
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1001221,Fair Competition Basics (instructor-led),57,,NO,01:30,Elena Martinez
20000274,Jordan,Bennett,10068,Ethics and Risk Practices,0,1001258,Regulatory Audit Readiness (video),0,,NO,00:50,Natalie Brooks
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002553,Effective Meeting Facilitation (self-study),0,,NO,01:45,Elena Martinez
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002590,Business Writing Essentials (online),0,,YES,01:30,Priya Shah
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002627,Active Listening Practice (self-study),15,,NO,00:15,Priya Shah
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002664,Cross-Functional Collaboration (online),0,,NO,00:30,Marcus Reed
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002701,Presentation Skills Basics (instructor-led),0,,NO,00:20,Priya Shah
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002738,Influencing Without Authority (Inactive 03/23/2026),0,,NO,02:30,Marcus Reed
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002775,Giving and Receiving Feedback (online),0,,NO,00:40,Elena Martinez
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002849,Difficult Conversations Practice (self-study),91,,NO,00:30,Natalie Brooks
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002886,Stakeholder Communication (self-study),0,,YES,00:35,Natalie Brooks
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002960,Storytelling with Data (self-study),24,,YES,00:50,Priya Shah
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1002997,Negotiation Foundations (instructor-led),34,,NO,00:30,Marcus Reed
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1003034,Communication Style Awareness (online),76,,NO,01:00,Marcus Reed
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1003071,Building Trust Remotely (instructor-led),0,,NO,00:25,Natalie Brooks
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1003108,Email Productivity Basics (online),0,,YES,01:45,Marcus Reed
20000274,Jordan,Bennett,10153,Communication Skills Core,0,1003145,Facilitation Practice Lab (self-study),0,,NO,03:00,Priya Shah
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1002553,Effective Meeting Facilitation (self-study),0,,YES,01:45,Elena Martinez
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1002590,Business Writing Essentials (online),0,,NO,01:30,Elena Martinez
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1002664,Cross-Functional Collaboration (online),0,,YES,00:30,
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1002738,Influencing Without Authority (Inactive 03/23/2026),0,,YES,02:30,Priya Shah
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1002886,Stakeholder Communication (self-study),0,,YES,00:35,Marcus Reed
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1002923,Team Norms Workshop (instructor-led),86,,YES,01:30,Elena Martinez
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1002960,Storytelling with Data (self-study),24,,NO,00:50,Priya Shah
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1002997,Negotiation Foundations (instructor-led),34,,NO,00:30,Marcus Reed
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1003071,Building Trust Remotely (instructor-led),0,,NO,00:25,Natalie Brooks
20000274,Jordan,Bennett,10170,Collaboration Excellence,0,1003108,Email Productivity Basics (online),0,,YES,01:45,Marcus Reed
20000274,Jordan,Bennett,10187,Inclusive Workplace Foundations,0,1003182,DEI Foundations (video),0,,YES,03:00,Priya Shah
20000274,Jordan,Bennett,10187,Inclusive Workplace Foundations,0,1003219,Unconscious Bias Awareness (online),0,,NO,01:15,Natalie Brooks
20000274,Jordan,Bennett,10187,Inclusive Workplace Foundations,0,1003256,Inclusive Hiring Practices (video),0,,NO,01:15,Priya Shah
20000274,Jordan,Bennett,10187,Inclusive Workplace Foundations,0,1003293,Psychological Safety Basics (self-study),55,,NO,00:50,Priya Shah
20000274,Jordan,Bennett,10187,Inclusive Workplace Foundations,0,1003330,Cultural Competence Overview (video),67,,NO,00:30,Natalie Brooks
20000274,Jordan,Bennett,10187,Inclusive Workplace Foundations,0,1003367,Allyship in Action (online),0,,NO,02:00,
20000274,Jordan,Bennett,10187,Inclusive Workplace Foundations,0,1003404,Accessibility at Work (video),0,,NO,00:50,Priya Shah
